Date,JNJ_Open,JNJ_High,JNJ_Low,JNJ_Close,JNJ_Volume,JNJ_return_1d,JNJ_return_3d,JNJ_return_5d,JNJ_return_7d,JNJ_sma_5,JNJ_price_to_sma_5,JNJ_sma_10,JNJ_price_to_sma_10,JNJ_sma_20,JNJ_price_to_sma_20,JNJ_volatility_14d,JNJ_rolling_max_14d,JNJ_rolling_min_14d,JNJ_price_range_14d,JNJ_rsi_14,JNJ_macd,JNJ_macd_signal,JNJ_macd_diff,JNJ_roc_10,JNJ_bb_high,JNJ_bb_low,JNJ_bb_mid,JNJ_bb_width,JNJ_bb_position,JNJ_volume_sma_20,JNJ_volume_ratio,JNJ_volume_change,JNJ_close_lag_1,JNJ_close_lag_2,JNJ_close_lag_3,JNJ_close_lag_5,PFE_Open,PFE_High,PFE_Low,PFE_Close,PFE_Volume,PFE_return_1d,PFE_return_3d,PFE_return_5d,PFE_return_7d,PFE_sma_5,PFE_price_to_sma_5,PFE_sma_10,PFE_price_to_sma_10,PFE_sma_20,PFE_price_to_sma_20,PFE_volatility_14d,PFE_rolling_max_14d,PFE_rolling_min_14d,PFE_price_range_14d,PFE_rsi_14,PFE_macd,PFE_macd_signal,PFE_macd_diff,PFE_roc_10,PFE_bb_high,PFE_bb_low,PFE_bb_mid,PFE_bb_width,PFE_bb_position,PFE_volume_sma_20,PFE_volume_ratio,PFE_volume_change,PFE_close_lag_1,PFE_close_lag_2,PFE_close_lag_3,PFE_close_lag_5,UNH_Open,UNH_High,UNH_Low,UNH_Close,UNH_Volume,UNH_return_1d,UNH_return_3d,UNH_return_5d,UNH_return_7d,UNH_sma_5,UNH_price_to_sma_5,UNH_sma_10,UNH_price_to_sma_10,UNH_sma_20,UNH_price_to_sma_20,UNH_volatility_14d,UNH_rolling_max_14d,UNH_rolling_min_14d,UNH_price_range_14d,UNH_rsi_14,UNH_macd,UNH_macd_signal,UNH_macd_diff,UNH_roc_10,UNH_bb_high,UNH_bb_low,UNH_bb_mid,UNH_bb_width,UNH_bb_position,UNH_volume_sma_20,UNH_volume_ratio,UNH_volume_change,UNH_close_lag_1,UNH_close_lag_2,UNH_close_lag_3,UNH_close_lag_5,ABBV_Open,ABBV_High,ABBV_Low,ABBV_Close,ABBV_Volume,ABBV_return_1d,ABBV_return_3d,ABBV_return_5d,ABBV_return_7d,ABBV_sma_5,ABBV_price_to_sma_5,ABBV_sma_10,ABBV_price_to_sma_10,ABBV_sma_20,ABBV_price_to_sma_20,ABBV_volatility_14d,ABBV_rolling_max_14d,ABBV_rolling_min_14d,ABBV_price_range_14d,ABBV_rsi_14,ABBV_macd,ABBV_macd_signal,ABBV_macd_diff,ABBV_roc_10,ABBV_bb_high,ABBV_bb_low,ABBV_bb_mid,ABBV_bb_width,ABBV_bb_position,ABBV_volume_sma_20,ABBV_volume_ratio,ABBV_volume_change,ABBV_close_lag_1,ABBV_close_lag_2,ABBV_close_lag_3,ABBV_close_lag_5,future_close,target
2024-01-11,153.39828349299103,153.5213178873636,152.17729819318512,152.52749633789062,4946000,-0.004448094476243947,-0.0023523864995970145,0.0032371222671538913,0.007376411225528345,152.82281494140625,0.9980675751612816,151.64727172851562,1.0058044210050203,149.45046157836913,1.0205889946877678,0.006010745210078296,153.208984375,146.5551300048828,0.0454017158587045,67.36364890166581,1.8994321562789196,1.5882671521995844,0.31116500407933523,3.0700113205372115,154.66041601810275,144.2405071386355,149.45046157836913,0.06972149011398825,0.7953034230064036,7110610.0,0.6955802666719171,0.0001819983417927773,153.208984375,152.9818572998047,152.88714599609375,152.03533935546875,25.336011525199602,25.41510430734566,24.84387996221769,24.9581241607666,46884700,-0.020351892594545506,-0.03989190933491549,-0.023719624987027288,-0.04473603196252662,25.633049392700194,0.9736697252990197,25.658535385131835,0.9727026030967031,24.956807804107665,1.000052745393933,0.01520294650917116,26.12693977355957,24.879032135009766,0.050159010679267924,44.41884728648644,0.032189992408170554,-0.009949197473516323,0.04213918988168688,-0.7340234459039764,26.800848383375207,23.112767224840123,24.956807804107665,0.1477785615645948,0.5003569218252939,56891760.0,0.8241035257126866,0.25315596325370926,25.476621627807617,25.836931228637695,25.995119094848633,25.564504623413086,518.6420417617295,522.5405569510625,517.0942555958705,522.0762329101562,2814100,0.0037944633974635877,0.005889968391075362,-0.010523823228920648,0.0006304171538975556,520.3716552734375,1.0032756927081723,519.2659423828125,1.005412044769291,514.2428024291992,1.0152329414120203,0.008202293120181564,527.62890625,502.9220275878906,0.049126658421799994,54.4529624425865,0.17581979335921005,-1.545032126972756,1.720851920331966,3.2307580627146053,532.345590986371,496.1400138720274,514.2428024291992,0.07040560790217067,0.7163597739712224,3102945.0,0.9069126265531616,0.2908715596330276,520.1027221679688,520.808837890625,519.0192260742188,527.62890625,153.10416883666684,153.91512700597553,152.02288179535944,152.6660614013672,4591500,-0.006731902217556707,0.01455742719917441,0.014368883255941212,0.02477780877850444,151.8551025390625,1.0053403464799353,149.70278930664062,1.0197943679503312,146.5777900695801,1.0415361108179964,0.009813680404735261,153.7007598876953,142.23538208007812,0.08060847898705129,79.86995961191828,4.278532152776023,3.9399480937231095,0.33858405905291367,5.74635877115892,154.23263652029854,138.92294361886164,146.5777900695801,0.10444756258208991,0.897674295035381,5762570.0,0.7967799089642295,-0.3053601416057732,153.7007598876953,151.2958221435547,150.47552490234375,150.5034942626953,153.70115661621094,1
2024-01-12,153.18058203947987,153.77687786758563,153.0386137196223,153.70115661621094,4496900,0.007694745580300699,0.00470186026697661,0.007819663879317984,0.008821439781237173,153.061328125,1.0041802099788943,152.19718322753906,1.0098817425971898,149.7628044128418,1.0262972653243894,0.005830087063013685,153.70115661621094,147.1419677734375,0.044577280989424976,70.99200401932764,1.9523228577662621,1.66107829331292,0.2912445644533421,3.7105527898952375,155.20064796264975,144.32496086303385,149.7628044128418,0.07261941402776868,0.8621244494527822,6797225.0,0.6615788060568835,-0.0908006469874646,152.52749633789062,153.208984375,152.9818572998047,152.5085906982422,25.01085222152622,25.432680953356282,24.993277351351747,25.22176742553711,30373500,0.010563424681769407,-0.023809476352158132,-0.02612833600684983,-0.03464517298495451,25.497712707519533,0.9891776456520728,25.65062599182129,0.9832807758211857,25.04644603729248,1.0069998509163172,0.014018382741779063,26.12693977355957,24.9581241607666,0.04683106812291249,47.75358850758015,0.012027432427348828,-0.0055538714933432935,0.01758130392069212,-0.3126135983447491,26.753943819825093,23.338948254759867,25.04644603729248,0.1363465123946338,0.5513386869482746,50505400.0,0.6013911383733225,-0.3521660584369741,24.9581241607666,25.476621627807617,25.836931228637695,25.89845085144043,501.9352268767553,511.241426175256,496.3921533544588,504.4988098144531,6327300,-0.033668307399712716,-0.0313167267710559,-0.029532385068736455,-0.037857722703750096,517.3011657714844,0.9752516390757823,518.9379852294921,0.9721755280476269,512.9126525878906,0.983595953948522,0.012698431369727734,527.62890625,503.067138671875,0.04882403498461343,38.13825338835741,-0.9563554642493273,-1.4272967944280706,0.4709413301787433,-0.6458667114773697,529.7286459560925,496.09665921968883,512.9126525878906,0.06557059290059254,0.24982617472519736,3275480.0,1.9317168781369447,1.2484275612096232,522.0762329101562,520.1027221679688,520.808837890625,519.8512573242188,153.1554220474101,153.6730008463,152.61901828513155,152.8260498046875,4971400,0.0010479631284892044,0.010114143533195952,0.01117331690246992,0.02176007714100825,152.19284362792968,1.0041605515848422,150.56051025390624,1.0150473689745116,147.02762298583986,1.0394376696099215,0.00988508932632239,153.7007598876953,144.12767028808594,0.06642090016770859,80.10865418620416,4.247880534083123,4.001534581795112,0.24634595228801093,5.946120227319175,155.03291414577572,139.022331825904,147.02762298583986,0.10889506335427664,0.8621621439496836,5605915.0,0.8868133034482328,0.08273984536643808,152.6660614013672,153.7007598876953,151.2958221435547,151.13734436035156,151.93121337890625,0
2024-01-16,152.92503491802321,153.5686438737323,151.60939445870014,151.93121337890625,6923200,-0.01151548417897863,-0.00834005264969473,-0.006252537523409041,-0.0006848800877738981,152.8701416015625,0.9938580012236565,152.5549560546875,0.9959113575074044,149.93553924560547,1.0133102141316324,0.007057209106951361,153.70115661621094,147.7855682373047,0.040028187119106065,60.13442565706389,1.8303206948985746,1.694926773630051,0.13539392126852356,2.411624013344724,155.41826534375483,144.4528131474561,149.93553924560547,0.07313444331791473,0.6819965193933728,6681350.0,1.0361977744018798,0.5395494674108829,153.70115661621094,152.52749633789062,153.208984375,152.88714599609375,25.133887832379358,25.239343764329316,24.799940136756923,24.887821197509766,38826000,-0.013240397565843165,-0.023111401460513048,-0.04259637716213793,-0.02646964750036984,25.276253128051756,0.9846325351873096,25.609321975708006,0.9718266348916762,25.142675399780273,0.9898636800492308,0.014506591621179322,26.12693977355957,24.887821197509766,0.04978815004399778,44.14097843274723,-0.030546094949293945,-0.010552316184533424,-0.019993778764760523,-1.6325142266024915,26.562388808357458,23.72296199120309,25.142675399780273,0.11293256473331326,0.4102444899333877,47352210.0,0.8199406110084407,0.2782853474245641,25.22176742553711,24.9581241607666,25.476621627807617,25.995119094848633,506.6270748763361,507.39128453515116,499.70059453363405,502.2158203125,3736700,-0.00452526241398421,-0.03439109447631794,-0.03237530503217989,-0.04816469612727936,513.9404846191406,0.9771867275345524,518.2298614501954,0.969098575113209,512.1827606201172,0.9805402659481357,0.01276172808924919,527.62890625,502.2158203125,0.05060192234025383,36.60426218205234,-2.014607544135515,-1.5447589443695595,-0.4698485997659556,-1.3903944034764713,529.5173369552554,494.848184284979,512.1827606201172,0.0676890269174644,0.2125127226959207,3192975.0,1.1702878976503104,-0.4094321432522561,504.4988098144531,522.0762329101562,520.1027221679688,519.0192260742188,152.43078961505816,152.7319315486295,151.52739253281965,151.96026611328125,4747700,-0.0056651578216719845,-0.011323911317587476,0.009866994728219503,0.009679322448442385,152.4897918701172,0.9965274675088615,151.31114807128907,1.0042899551702982,147.40713424682616,1.0308881377398673,0.009813931603686094,153.7007598876953,144.12767028808594,0.06642090016770859,74.93064348902973,4.1063914724413735,4.022505959924365,0.08388551251700882,5.196383621723199,155.5901786983477,139.22408979530462,147.40713424682616,0.11102643699482584,0.7782052507125565,5449820.0,0.8711663871467314,-0.04499738504244277,152.8260498046875,152.6660614013672,153.7007598876953,150.47552490234375,151.8460235595703,0
2024-01-17,151.67566157406262,152.66948314991382,151.3159892370769,151.8460235595703,5072100,-0.0005607130848318542,-0.004467868382305729,-0.007424630346907324,-0.004344457814726366,152.64297485351562,0.9947789847864921,152.59849548339844,0.9950689427084818,150.1849395751953,1.0110602567013274,0.007069600745490504,153.70115661621094,147.98435974121094,0.038631088346074566,59.66145908319078,1.7070808301987768,1.6973575849437963,0.009723245254980473,0.2875586008733179,155.53725166983259,144.83262748055802,150.1849395751953,0.07127628255904399,0.6551744325633893,5848565.0,0.8672383738575189,-0.2673763577536399,151.93121337890625,153.70115661621094,152.52749633789062,152.9818572998047,24.74721257498547,25.072372002224366,24.54508730528683,24.73842430114746,33312600,-0.006002811382189388,-0.008802739268542581,-0.04251692733046597,-0.04479134898636028,25.05655174255371,0.9873036224347673,25.470470428466797,0.9712590260405567,25.209464740753173,0.9813149368917684,0.014590400677592192,26.12693977355957,24.73842430114746,0.05612788654238196,42.58873602861051,-0.07547102015420748,-0.023536056978468237,-0.05193496317573924,-5.314497160579386,26.403148240301473,24.015781241204873,25.209464740753173,0.0947012173264125,0.30269458370499464,42098420.0,0.7913028564967521,-0.1420027816411683,24.887821197509766,25.22176742553711,24.9581241607666,25.836931228637695,504.2763975924231,513.3503770799846,503.0381215673247,507.8169860839844,3791300,0.011152905872218621,-0.027312576070908312,-0.024945528688146146,-0.02314945106063082,511.3421142578125,0.9931061258685007,516.8368286132812,0.9825479880110365,511.8838424682617,0.9920551186678069,0.013107488635150419,527.62890625,502.2158203125,0.05060192234025383,42.694288561823186,-2.373947288268255,-1.7105966131492987,-0.6633506751189562,-2.6699377233482933,529.3028561486648,494.46482878785866,511.8838424682617,0.06805846262468455,0.38326387306151877,2931035.0,1.2935021246760956,0.014611823266518664,502.2158203125,504.4988098144531,522.0762329101562,520.808837890625,152.21434635098436,153.343599835373,151.99790956995886,152.48724365234375,4423100,0.0034678640182799203,-0.0011712999430392168,0.007874781285491128,0.008931606531167313,152.728076171875,0.9984231287031978,151.66239318847656,1.0054387277328674,147.85214614868164,1.0313495449636627,0.009675068871002598,153.7007598876953,144.24884033203125,0.06552509908507882,75.9496395040986,3.99077982928614,4.0161607337967205,-0.025380904510580393,2.3577486589454373,156.1233552432717,139.58093705409158,147.85214614868164,0.11188487025778374,0.7801946759327957,4910825.0,0.9006836936767244,-0.0683699475535523,151.96026611328125,152.8260498046875,152.6660614013672,151.2958221435547,152.58432006835938,1
2024-01-18,151.43905585382913,152.73574814802433,151.14564499388894,152.58432006835938,5368500,0.004862139234745433,-0.007266285904668157,-0.004077204148234981,-0.00198071542091649,152.5180419921875,1.000434558923693,152.6212127685547,0.9997582727883884,150.45800323486327,1.0141322946455493,0.007108414201139992,153.70115661621094,148.20204162597656,0.03710552789895238,62.42007354209645,1.6499669160473616,1.6878794511645094,-0.03791253511714787,0.14910547730277726,155.71398627119137,145.20202019853517,150.45800323486327,0.06986644676021085,0.7022758462878884,5755420.0,0.9327729340343537,0.05843733364878445,151.8460235595703,151.93121337890625,153.70115661621094,153.208984375,24.64175786037005,24.72084897644116,24.25508217332764,24.685697555541992,50321100,-0.0021313704124245048,-0.021254254745539547,-0.031045092391776774,-0.050371823053741105,24.898366928100586,0.9914585011469739,25.32634620666504,0.9747042606977215,25.254723453521727,0.977468535776012,0.01442801104720237,26.12693977355957,24.685697555541992,0.05838369423326327,42.02701560620944,-0.11401466467752996,-0.04163177851828058,-0.07238288615924938,-5.516307039816861,26.285828965826916,24.22361794121654,25.254723453521727,0.08165644848202865,0.22406999517072046,41448005.0,1.2140777342600688,0.5105725761423605,24.73842430114746,24.887821197509766,25.22176742553711,25.476621627807617,488.74988002782004,499.9811880257076,481.233311274712,499.49749755859375,7367000,-0.016382848060176425,-0.009913427263978591,-0.03961760577503859,-0.037612727110870936,507.2210693359375,0.9847727702095349,514.3516296386719,0.9711206668276466,511.3899948120117,0.9767447596275526,0.013791650376432681,527.62890625,499.49749755859375,0.05631941867357661,37.007674063677854,-3.2920906477963285,-2.026895420078705,-1.2651952277176237,-4.73958501873252,529.6073325479762,493.17265707604724,511.3899948120117,0.07124635961116604,0.17359398431912684,3136370.0,2.3488937848531903,0.943132962308443,507.8169860839844,502.2158203125,504.4988098144531,520.1027221679688,151.6591336840438,154.01175111761646,151.5085627220782,153.6729736328125,5074300,0.007775929002770132,0.005541750435919646,-0.0001807815062405682,0.021248962132172977,152.72251892089844,1.0062234090861633,152.0725540161133,1.0105240529894015,148.3853401184082,1.0356344737976466,0.009696022532449299,153.7007598876953,144.24884033203125,0.06552509908507882,78.10605164224194,3.9493100807627286,4.002790603189922,-0.05348052242719348,2.742241649390975,156.71367085197386,140.05700938484256,148.3853401184082,0.11225274312030861,0.8174485790467924,4895560.0,1.0365106341256158,0.1472270579457846,152.48724365234375,151.96026611328125,152.8260498046875,153.7007598876953,153.02914428710938,1
2024-01-19,152.52750361823792,153.25630804828515,151.7040584527984,153.02914428710938,7071300,0.00291526821727639,0.007226499965250488,0.0032889017473116677,0.00030910192972766204,152.61837158203124,1.0026915023454914,152.72059326171876,1.0020203629307662,150.70503768920898,1.0154215587848714,0.007107309719552065,153.70115661621094,148.35348510742188,0.03604682090829781,64.01673796208375,1.62190105869459,1.6746837726705257,-0.05278271397593581,0.6536670591546107,155.9567474370932,145.45332794132474,150.70503768920898,0.06969521163206976,0.7212714248761285,5776410.0,1.224168644538736,0.3171835708298407,152.58432006835938,151.8460235595703,151.93121337890625,152.52749633789062,24.632966957408783,24.940548143172933,24.54508590025113,24.85266876220703,35549300,0.006763884483691696,-0.00141243522378931,-0.004225293450753065,-0.03809517692796682,24.87727584838867,0.9990108609024716,25.255162620544432,0.9840629076761525,25.259996318817137,0.9838745995261023,0.014447452625940075,26.12693977355957,24.685697555541992,0.05838369423326327,44.52240536321084,-0.12959372393275004,-0.05922416760117448,-0.07036955633157556,-2.784469606166843,26.281702379565065,24.23829025806921,25.259996318817137,0.08089518682841768,0.30066304181854087,39720735.0,0.8949809211737899,-0.2935508166554388,24.685697555541992,24.73842430114746,24.887821197509766,24.9581241607666,498.20117857146755,500.66798813224403,485.4511050090646,487.13433837890625,6143400,-0.024751193429627172,-0.0300298822211722,-0.06692872099631308,-0.06465808001282558,500.2326904296875,0.9738154816720792,510.3021728515625,0.9545997730262549,510.39939880371094,0.9544179313703464,0.015099546410002909,527.62890625,487.13433837890625,0.08312813259244307,30.5052398364151,-4.9601519535236775,-2.6135467267676993,-2.3466052267559783,-7.674819819653076,531.415209227709,489.3835883797128,510.39939880371094,0.0823504513259835,-0.05351328251034594,3261260.0,1.8837504522791804,-0.16609203203474954,499.49749755859375,507.8169860839844,502.2158203125,522.0762329101562,154.24704954402125,155.15044681218632,153.0142800131298,155.0563507080078,5863000,0.009002084377574215,0.020374303585507958,0.01565697892969431,0.0248554686519038,153.20057678222656,1.0121133612206905,152.52783966064453,1.0165773740255477,148.97931442260742,1.0407911414343185,0.00963463690252707,155.0563507080078,144.45388793945312,0.0733968667772974,80.32278412115701,3.9821680207584222,3.9986660867036226,-0.016498065945200313,3.0250835488016956,157.43062816507654,140.5280006801383,148.97931442260742,0.11345620397333027,0.8595320485418955,4914875.0,1.1929092805005215,0.15543030565792315,153.6729736328125,152.48724365234375,151.96026611328125,152.6660614013672,153.77688598632812,1
2024-01-22,153.33203263748547,154.8274949357976,152.70734311242734,153.77688598632812,6824200,0.004886269884747385,0.012715923548701324,0.0004927052716088287,0.003706712198666473,152.63351745605468,1.0074909400591037,152.84742279052733,1.0060809870315877,151.14042434692382,1.0174437887864642,0.0071282201525486345,153.77688598632812,151.41062927246094,0.015628075289279376,66.58669034429118,1.6410778466470788,1.6679625874658364,-0.02688474081875758,0.83162219405425,155.86872423975925,146.4121244540884,151.14042434692382,0.06256830246793811,0.7787959413698793,5767205.0,1.1832768212678413,-0.034944069690155954,153.02914428710938,152.58432006835938,151.8460235595703,153.70115661621094,24.887820408425593,25.151463582325146,24.545086126167117,24.879032135009766,41663900,0.001060786390990165,0.005683782934218007,-0.01358886888237354,-0.023456386860398526,24.808728790283205,1.0028338148770484,25.15322074890137,0.9890992642004472,25.2898756980896,0.9837546230758711,0.01445689233374151,26.12693977355957,24.685697555541992,0.05838369423326327,44.925500315038406,-0.13821962695547896,-0.07502325947203538,-0.06319636748344358,-3.9362150357111636,26.22679949125102,24.35295190492818,25.2898756980896,0.07409477249682131,0.280748676638074,38994715.0,1.0684499168669395,0.17200338684587324,24.85266876220703,24.685697555541992,24.73842430114746,25.22176742553711,487.5019885701731,496.8178724205674,480.30467149357486,496.25677490234375,5922900,0.0187267367638162,-0.022764522452836555,-0.01633707503718529,-0.04584853385544074,498.58428344726565,0.9953317651153597,507.942724609375,0.9769935680917211,510.25719451904297,0.9725620338780413,0.016119313195161147,527.62890625,487.13433837890625,0.08312813259244307,39.019402193498614,-5.4827959096624,-3.1873965633466392,-2.2953993463157607,-4.53869873150267,531.6126333714444,488.90175566664146,510.25719451904297,0.08370460654662845,0.17220482535003476,3365015.0,1.7601407423146702,-0.03589217697040725,487.13433837890625,499.49749755859375,507.8169860839844,504.4988098144531,154.7458090274174,155.6962615617955,154.10588944326608,155.63980102539062,4864000,0.0037628276089221036,0.020674236726544892,0.018411463387944194,0.012615689988209056,153.7633270263672,1.0122036511261339,152.97808532714845,1.0173993267895203,149.69148025512695,1.039737203213741,0.009583882585743454,155.63980102539062,148.97479248046875,0.044739169855166516,81.18790034234839,4.00907363415584,4.000747596194066,0.008326037961773558,2.979049740548577,157.8626819618899,141.520278548364,149.69148025512695,0.10917390479186063,0.8639807817582391,4922255.0,0.9881649772309643,-0.17039058502473137,155.0563507080078,153.6729736328125,152.48724365234375,152.8260498046875,151.2592010498047,0
2024-01-23,151.1172327293543,151.92174394915986,148.51437427718236,151.2592010498047,9149800,-0.016372323580198356,-0.008684503217375239,-0.004423135405531298,-0.008315191152658219,152.49911499023438,0.9918693695992329,152.68462829589845,0.9906642386859578,151.37562789916993,0.9992308745404987,0.006781917981786631,153.77688598632812,151.2592010498047,0.016644838258100057,52.88957566243744,1.4365596901732829,1.6216820080073258,-0.18512231783404287,-1.064801710884613,155.61040933072331,147.14084646761654,151.37562789916993,0.0559506373691033,0.4862534995905877,5994765.0,1.5262983619875008,0.3407871984994577,153.77688598632812,153.02914428710938,152.58432006835938,151.93121337890625,24.993279622248203,25.177828347286233,24.738424705357357,24.9844913482666,33466700,0.0042388792572214395,0.012103923417692952,0.0038842351843362266,0.0010564571011089097,24.82806282043457,1.006300472532367,25.052157974243165,0.9972989701707081,25.295148658752442,0.9877186999500653,0.010914306380156193,26.12693977355957,24.685697555541992,0.05838369423326327,46.597064682202024,-0.13498995986783768,-0.08701659955119584,-0.047973360316641844,-3.8877596324700203,26.223915804647422,24.366381512857462,25.295148658752442,0.07343440897894189,0.3327582366264235,38115220.0,0.8780403209006795,-0.19674586392536464,24.879032135009766,24.85266876220703,24.685697555541992,24.887821197509766,495.78271440208,501.1807163907877,495.37643095388535,498.7042236328125,2672900,0.004931819280352245,-0.0015881439439807687,-0.006992206413375057,-0.044767426295320045,497.8819641113281,1.001651514978961,505.9112243652344,0.9857544162190423,510.0463043212891,0.9777626450924504,0.014437750666797013,527.62890625,487.13433837890625,0.08312813259244307,41.10418927679973,-5.634554712643421,-3.6768281932059956,-1.9577265194374256,-3.914113663007398,531.7674958713553,488.32511277122285,510.0463043212891,0.08517341020231604,0.2389167011778873,3374080.0,0.792186314491654,-0.5487176889699303,496.25677490234375,487.13433837890625,499.49749755859375,502.2158203125,154.7551850845495,157.65361173259402,154.38817730803433,157.62538146972656,5784700,0.012757536512219003,0.02571960276084706,0.03728024108764161,0.03248475805844664,154.89635009765624,1.0176184356206572,153.6930709838867,1.0255854766949912,150.4609802246094,1.0476163403589562,0.006518677586162162,157.62538146972656,149.5713653564453,0.053847312913722675,83.79846916203539,4.142859963469419,4.029170069649137,0.1136898938202826,4.751507975813978,158.57705650677207,142.3449039424467,150.4609802246094,0.10788280483148435,0.9413709898749305,5009685.0,1.1547033396311346,0.18928865131578942,155.63980102539062,155.0563507080078,153.6729736328125,151.96026611328125,150.45469665527344,0
2024-01-24,151.20242058081882,152.00694627947317,149.6974985463669,150.45469665527344,7247900,-0.0053187137638414095,-0.01682325052413436,-0.009162748366282059,-0.02112189675347631,152.220849609375,0.9883974307157409,152.43191223144532,0.9870288606419253,151.54126434326173,0.9928298889896612,0.006658818139318633,153.77688598632812,150.45469665527344,0.02208099451136838,49.39318150148971,1.1957766279571445,1.5365009319972895,-0.3407243040401451,-1.6519348693607974,155.3371146176716,147.74541406885186,151.54126434326173,0.05009658974220713,0.3568742693417725,6167215.0,1.1752306348975996,-0.2078624669391681,151.2592010498047,153.77688598632812,153.02914428710938,151.8460235595703,25.081156818082707,25.292070332540366,24.8966064453125,24.8966064453125,42720700,-0.0035175782339951223,0.001767926154163435,0.006394188337925044,-0.012892077495543885,24.859699249267578,1.0014846195714138,24.958125495910643,0.9975351093331019,25.292072772979736,0.9843640206472233,0.010877059697619847,25.995119094848633,24.685697555541992,0.053043732564594784,45.36147535253231,-0.13793200828419572,-0.09719968129779583,-0.04073232698639989,-3.639460023344173,26.225679030312538,24.358466515646935,25.292072772979736,0.07382599802814109,0.28820497154922936,38493140.0,1.109826322300545,0.27651366881108674,24.9844913482666,24.879032135009766,24.85266876220703,24.73842430114746,501.0066646087629,504.7116914828744,496.2181166483275,496.48895263671875,2918800,-0.004442053808882185,0.019203356283490347,-0.022307314953407542,-0.01587686040464653,495.616357421875,1.001760626342889,503.47923583984374,0.9861160447034829,509.70385284423827,0.9740733758754657,0.01424897525449084,527.62890625,487.13433837890625,0.08312813259244307,39.77857493963849,-5.865959384608743,-4.114654431486546,-1.7513049531221974,-4.669637587642794,532.0444237868443,487.3632819016322,509.70385284423827,0.0876609851698851,0.20423987279758463,3432045.0,0.8504550493947486,0.09199745594672448,498.7042236328125,496.25677490234375,487.13433837890625,507.8169860839844,157.8794774316223,158.0488590187367,154.38818634062415,154.53875732421875,5422200,-0.019582024904413187,-0.0033380985778761474,0.013453674043399033,0.01120690825759163,155.30665283203126,0.9950556174264923,154.01736450195312,1.0033852859640318,150.96662139892578,1.0236617597465714,0.009079109614828555,157.62538146972656,150.47552490234375,0.04751507975813978,68.00080504816786,3.954239805729088,4.014184016865127,-0.059944211136039094,2.1434400069468236,158.76978091710032,143.16346188075124,150.96662139892578,0.1033759574913566,0.7288903563340603,5112125.0,1.0606548157566569,-0.06266530675748094,157.62538146972656,155.63980102539062,155.0563507080078,152.48724365234375,151.0225830078125,1
2024-01-25,150.492548669188,151.07937033804333,149.9909079956789,151.0225830078125,5478900,0.003774467432148265,-0.017911033643641994,-0.010235239504604365,-0.005980537842659617,151.90850219726562,0.9941680736980563,152.21327209472656,0.9921774949678956,151.7031150817871,0.9955140533956227,0.006759874112649831,153.77688598632812,150.45469665527344,0.02208099451136838,51.81467225695975,1.0388033209765979,1.4369614097931513,-0.39815808881655346,-1.427071249187308,155.0996503866207,148.3065797769535,151.7031150817871,0.0447787153612824,0.3998196672641472,6232660.0,0.879062872032166,-0.2440706963396294,150.45469665527344,151.2592010498047,153.77688598632812,152.58432006835938,24.81632563679663,24.90552916151192,24.486274807190494,24.504114151000977,47605500,-0.01576489129848546,-0.01506963703307429,-0.007355814196963961,-0.015417462358946143,24.823382568359374,0.9871383999952792,24.860874748229982,0.9856497166394194,25.268932723999022,0.9697328501622205,0.010227354386182934,25.995119094848633,24.504114151000977,0.06084712692161327,40.23078676094417,-0.16997508384568505,-0.11175476180737368,-0.05822032203831137,-3.8172544657379266,26.255091461614914,24.28277398638313,25.268932723999022,0.07805305814750878,0.11222339577548722,39367460.0,1.2092601351471495,0.11434269569552935,24.8966064453125,24.9844913482666,24.879032135009766,24.685697555541992,471.6853048064262,479.34697542270163,463.3755054435282,477.3057861328125,14671000,-0.03863765024786481,-0.038187869119289175,-0.04442807328214504,-0.04960025784171318,491.1780151367187,0.9717572273668541,499.1995422363281,0.9561422752804714,508.41578521728513,0.9388099268570567,0.01666023337352367,522.0762329101562,477.3057861328125,0.09379824858206552,30.581202347388995,-7.510691889911925,-4.793861923171622,-2.7168299667403026,-8.228554516454704,534.7517375927293,482.0798328418409,508.41578521728513,0.1036000578313627,-0.09063744194570639,4096055.0,3.5817390147349095,4.0263807043990685,496.48895263671875,498.7042236328125,496.25677490234375,499.49749755859375,154.33172327378773,155.47039657454368,153.57888272743364,155.39511108398438,4465800,0.005541352697492119,-0.001572155321416302,0.011206508278331029,0.02260357301653171,155.6510803222656,0.9983554933396461,154.18679962158203,1.007836672564499,151.5299934387207,1.0255072778500893,0.009058391531479044,157.62538146972656,150.47552490234375,0.04751507975813978,69.70709136751542,3.8297110384126256,3.9772894211746275,-0.14757838276200186,1.1023700842644342,158.89122974548533,144.16875713195608,151.5299934387207,0.09715880189411524,0.7625318278202676,5231745.0,0.853596648919242,-0.17638596879495405,154.53875732421875,157.62538146972656,155.63980102539062,153.6729736328125,150.9657745361328,0
