Date,"MSFT AAPL_('Close', 'AAPL')","MSFT AAPL_('Close', 'MSFT')","MSFT AAPL_('High', 'AAPL')","MSFT AAPL_('High', 'MSFT')","MSFT AAPL_('Low', 'AAPL')","MSFT AAPL_('Low', 'MSFT')","MSFT AAPL_('Open', 'AAPL')","MSFT AAPL_('Open', 'MSFT')","MSFT AAPL_('Volume', 'AAPL')","MSFT AAPL_('Volume', 'MSFT')"
2023-01-09,128.21566772460938,221.8166046142578,131.4272262992552,225.8404102334112,127.95953732997245,221.12319189298108,128.53091900909354,221.1622513114738,70790800,27369800
2023-01-10,128.78707885742188,223.5062255859375,129.30920076375085,225.90877481221747,126.21586822934367,222.02171429578453,128.32406282244906,222.44166639292362,63896200,27033900
2023-01-11,131.506103515625,230.26461791992188,131.52579545654146,230.44040764705468,128.52113597704147,225.71342844154773,129.29938853968858,225.88921816868051,69458900,28669300
2023-01-12,131.42726135253906,232.94064331054688,132.26461961526783,234.2981853820876,129.48653833184324,228.1062317552033,131.89027740511193,229.76653275671188,71379600,27269500
2023-01-13,132.75717163085938,233.64381408691406,132.9147972949888,233.78054439645499,129.70325330640753,229.4344578762405,130.0677495016975,231.46589026262427,57809700,21333300
2023-01-17,133.919677734375,234.73770141601562,135.24960517017936,235.28462272396126,132.13658015166487,231.55381466942242,132.82617382563913,232.4132709547587,63646600,29831300
2023-01-18,133.20054626464844,230.30369567871094,136.55001022308593,236.72028947485737,133.02321356716934,230.0204739060556,134.78661941113583,235.92920583478175,69672800,30028700
2023-01-19,133.25962829589844,226.51426696777344,134.22505937639417,230.02044931118633,131.78192122019502,225.2934553321454,132.0873116107182,228.32107414949724,58280400,28623000
2023-01-20,135.8209686279297,234.61070251464844,135.9687483442848,235.11856433736398,132.22522101014553,229.03402830061015,133.26946486486585,229.37586152604075,80223600,35389800
2023-01-23,139.01283264160156,236.9156036376953,141.18999437445396,239.4451219045726,135.85053284595898,234.05401326238723,136.06726442233395,235.4701667569778,81760300,31934000
2023-01-24,140.41172790527344,236.3882293701172,141.03236969957698,238.25363342027646,138.21487421828232,234.82559917145332,138.22472018745663,236.83749468000704,66435100,40234400
2023-01-25,139.75167846679688,234.9916229248047,140.31319931491353,237.6188123091787,136.74700453490559,225.50835028229494,138.7960933961296,229.00475707427898,65799300,66526600
2023-01-26,141.82046508789062,242.20901489257812,142.10614847767724,242.51177377679628,139.79106829556534,236.3491193709835,141.0421976938989,237.96058467842803,54105100,33454500
